Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
PTF,Invesco DWA Technology Momentum ETF,86.58,$225.11M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ptf
PUI,Invesco DWA Utilities Momentum ETF,37.17,$157.97M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pui
IDLB,Invesco FTSE International Low Beta Equal Weight ETF,28.375,$32.63M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/idlb
PRFZ,Invesco FTSE RAFI US 1500 Small-Mid ETF,136.71,$1.95B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/prfz
PIO,Invesco Global Water ETF,32.17,$210.71M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pio
PGJ,Invesco Golden Dragon China ETF,44.36,$201.84M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pgj
PEY,Invesco High Yield Equity Dividend Achievers ETF,19.145,$965.87M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pey
IPKW,Invesco International BuyBack Achievers ETF,33.305,$139.88M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ipkw
PID,Invesco International Dividend Achievers ETF,17.07,$766.44M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pid
KBWB,Invesco KBW Bank ETF,56.51,$601.83M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/kbwb
KBWD,Invesco KBW High Dividend Yield Financial ETF,22.63,$314.56M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/kbwd
KBWY,Invesco KBW Premium Yield Equity REIT ETF,31.3702,$310.56M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/kbwy
KBWP,Invesco KBW Property & Casualty Insurance ETF,75.3046,$105.43M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/kbwp
KBWR,Invesco KBW Regional Banking ETF,52.6454,$60.54M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/kbwr
LDRI,Invesco LadderRite 0-5 Year Corporate Bond ETF,24.8844,$9.95M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ldri
PNQI,Invesco Nasdaq Internet ETF,155.36,$559.3M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pnqi
PDBC,Invesco Optimum Yield Diversified Commodity Strategy No K-1 ET,15.31,$1.74B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pdbc
QQQ,"Invesco QQQ Trust, Series 1",233.97,$96.86B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/qqq
ISDX,Invesco RAFI Strategic Developed ex-US ETF,25.96,$254.41M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/isdx
ISDS,Invesco RAFI Strategic Developed ex-US Small Company ETF,23.935,$15.56M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/isds
ISEM,Invesco RAFI Strategic Emerging Markets ETF,25.8279,$27.12M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/isem
IUS,Invesco RAFI Strategic US ETF,28.53,$138.37M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ius
IUSS,Invesco RAFI Strategic US Small Company ETF,25.12,$28.89M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/iuss
USLB,Invesco Russell 1000 Low Beta Equal Weight ETF,36.05,$61.29M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/uslb
PSCD,Invesco S&P SmallCap Consumer Discretionary ETF,64.153,$22.45M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pscd
PSCC,Invesco S&P SmallCap Consumer Staples ETF,74.3257,$44.6M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pscc
PSCE,Invesco S&P SmallCap Energy ETF,5.65,$18.93M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/psce
PSCF,Invesco S&P SmallCap Financials ETF,57.06,$128.39M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pscf
PSCH,Invesco S&P SmallCap Health Care ETF,137.2761,$528.51M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/psch
PSCI,Invesco S&P SmallCap Industrials ETF,72.6089,$58.09M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/psci
PSCT,Invesco S&P SmallCap Information Technology ETF,97.1232,$349.64M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/psct
PSCM,Invesco S&P SmallCap Materials ETF,46.4341,$11.61M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pscm
PSCU,Invesco S&P SmallCap Utilities & Communication Services ETF,56.2665,$39.39M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pscu
VRIG,Invesco Variable Rate Investment Grade ETF,25.055,$397.12M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/vrig
PHO,Invesco Water Resources ETF,40.96,$1.21B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pho
ISTR,Investar Holding Corporation,23.9,$268.37M,2014,Finance,Major Banks,https://old.nasdaq.com/symbol/istr
CMFNL,"Investcorp Credit Management BDC, Inc.",25.25,n/a,n/a,n/a,n/a,https://old.nasdaq.com/symbol/cmfnl
ICMB,"Investcorp Credit Management BDC, Inc.",7.51,$103.31M,2014,n/a,n/a,https://old.nasdaq.com/symbol/icmb
ISBC,"Investors Bancorp, Inc.",11.81,$2.92B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/isbc
ITIC,Investors Title Company,174,$328.63M,n/a,Finance,Specialty Insurers,https://old.nasdaq.com/symbol/itic
NVIV,InVivo Therapeutics Holdings Corp.,7.16,$3.94M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/nviv
IONS,"Ionis Pharmaceuticals, Inc.",60.06,$8.45B,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ions
IOVA,"Iovance Biotherapeutics, Inc.",23.71,$2.99B,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/iova
IPGP,IPG Photonics Corporation,149.97,$7.96B,2006,Technology,Semiconductors,https://old.nasdaq.com/symbol/ipgp
CLRG,IQ Chaikin U.S. Large Cap ETF,27.69,$276.9M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/clrg
CSML,IQ Chaikin U.S. Small Cap ETF,27.4753,$162.1M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/csml
IQ,"iQIYI, Inc.",27.18,$19.76B,2018,Consumer Services,Consumer Electronics/Video Chains,https://old.nasdaq.com/symbol/iq
IRMD,iRadimed Corporation,25.97,$298.25M,2014,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/irmd
IRTC,"iRhythm Technologies, Inc.",88.89,$2.37B,2016,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/irtc
IRIX,IRIDEX Corporation,3.49,$48.1M,1996,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://old.nasdaq.com/symbol/irix
IRDM,Iridium Communications Inc,31.88,$4.18B,n/a,Capital Goods,Telecommunications Equipment,https://old.nasdaq.com/symbol/irdm
IRBT,iRobot Corporation,52.48,$1.48B,2005,Consumer Durables,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/irbt
IRWD,"Ironwood Pharmaceuticals, Inc.",13.07,$2.05B,2010,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/irwd
IRCP,IRSA Propiedades Comerciales S.A.,12.5,$393.79M,n/a,Consumer Services,Building operators,https://old.nasdaq.com/symbol/ircp
SLQD,iShares 0-5 Year Investment Grade Corporate Bond ETF,51.28,$2.07B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/slqd
ISHG,iShares 1-3 Year International Treasury Bond ETF,77.235,$65.65M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ishg
SHY,iShares 1-3 Year Treasury Bond ETF,84.86,$17.04B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/shy
TLT,iShares 20+ Year Treasury Bond ETF,143.92,$19.3B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tlt
IEI,iShares 3-7 Year Treasury Bond ETF,127.29,$9.08B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/iei
IEF,iShares 7-10 Year Treasury Bond ETF,113.02,$18.84B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ief
AIA,iShares Asia 50 ETF,66.64,$1.26B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/aia
USIG,iShares Broad USD Investment Grade Corporate Bond ETF,59.43,$4.21B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/usig
COMT,iShares Commodities Select Strategy ETF,30.41,$431.82M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/comt
ISTB,iShares Core 1-5 Year USD Bond ETF,50.65,$3.71B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/istb
IXUS,iShares Core MSCI Total International Stock ETF,61.68,$19.22B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ixus
IUSG,iShares Core S&P U.S. Growth ETF,72.76,$8.53B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/iusg
IUSV,iShares Core S&P U.S. Value ETF,63.72,$6.95B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/iusv
IUSB,iShares Core Total USD Bond Market ETF,52.9,$4.5B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/iusb
HEWG,iShares Currency Hedged MSCI Germany ETF,30.12,$165.66M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/hewg
SUSB,iShares ESG 1-5 Year USD Corporate Bond ETF,25.595,$267.47M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/susb
ESGD,iShares ESG MSCI EAFE ETF,68.61,$1.71B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/esgd
ESGE,iShares ESG MSCI EM ETF,35.63,$2.14B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/esge
LDEM,iShares ESG MSCI EM Leaders ETF,52.1659,$649.47M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ldem
ESGU,iShares ESG MSCI USA ETF,75.23,$3.71B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/esgu
SUSL,iShares ESG MSCI USA Leaders ETF,58.7539,$1.95B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/susl
SUSC,iShares ESG USD Corporate Bond ETF,26.98,$132.2M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/susc
XT,iShares Exponential Technologies ETF,44.96,$2.84B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/xt
FALN,iShares Fallen Angels USD Bond ETF,27.65,$197.7M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/faln
IFEU,iShares FTSE EPRA/NAREIT Europe Index Fund,42.05,$29.44M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ifeu
IFGL,iShares FTSE EPRA/NAREIT Global Real Estate ex-U.S. Index Fund,30.55,$391.04M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ifgl
BGRN,iShares Global Green Bond ETF,54.65,$62.85M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/bgrn
IGF,iShares Global Infrastructure ETF,49.39,$3.68B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/igf
GNMA,iShares GNMA Bond ETF,50.28,$203.63M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/gnma
HYXE,iShares iBoxx $ High Yield ex Oil & Gas Corporate Bond ETF,52.785,$36.95M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/hyxe
IGIB,iShares Intermediate-Term Corporate Bond ETF,59.04,$9.51B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/igib
IGOV,iShares International Treasury Bond ETF,49.68,$971.24M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/igov
EMB,iShares J.P. Morgan USD Emerging Markets Bond ETF,115.89,$16.1B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/emb
MBB,iShares MBS ETF,108.83,$23.59B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mbb
JKI,iShares Morningstar Mid-Cap ETF,168.8851,$489.77M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/jki
ACWX,iShares MSCI ACWI ex US Index Fund,48.93,$3.73B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/acwx
ACWI,iShares MSCI ACWI Index Fund,81.36,$10.77B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/acwi
AAXJ,iShares MSCI All Country Asia ex Japan Index Fund,73.08,$3.86B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/aaxj
EWZS,iShares MSCI Brazil Small-Cap ETF,20.56,$210.74M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ewzs
MCHI,iShares MSCI China ETF,64.88,$4.98B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/mchi
SCZ,iShares MSCI EAFE Small-Cap ETF,61.56,$11.22B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/scz
EEMA,iShares MSCI Emerging Markets Asia ETF,70.63,$529.73M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/eema
EMXC,iShares MSCI Emerging Markets ex China ETF,49.9087,$34.94M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/emxc
EUFN,iShares MSCI Europe Financials Sector Index Fund,19.58,$858.58M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/eufn
IEUS,iShares MSCI Europe Small-Cap ETF,55.44,$149.69M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ieus
RING,iShares MSCI Global Gold Miners ETF,23.26,$336.11M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ring
SDG,iShares MSCI Global Impact ETF,69.9351,$87.42M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/sdg
EWJE,iShares MSCI Japan Equal Weighted ETF,35.22,$7.04M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ewje
EWJV,iShares MSCI Japan Value ETF,25.6761,$7.7M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ewjv
ENZL,iShares MSCI New Zealand ETF,57.42,$166.52M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/enzl
QAT,iShares MSCI Qatar ETF,17.041,$71.57M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/qat
TUR,iShares MSCI Turkey ETF,27.89,$362.57M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/tur
UAE,iShares MSCI UAE ETF,12.775,$58.77M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/uae
IBB,iShares Nasdaq Biotechnology Index Fund,121.95,$7.18B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ibb
SOXX,iShares PHLX SOX Semiconductor Sector Index Fund,266.39,$2.65B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/soxx
PFF,iShares Preferred and Income Securities ETF,38.2,$17.92B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/pff
AMCA,iShares Russell 1000 Pure U.S. Revenue ETF,31.1628,$4.67M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/amca
EMIF,iShares S&P Emerging Markets Infrastructure Index Fund,29.815,$22.36M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/emif
ICLN,iShares S&P Global Clean Energy Index Fund,13.35,$596.75M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/icln
WOOD,iShares S&P Global Timber & Forestry Index Fund,65.41,$247.25M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/wood
INDY,iShares S&P India Nifty 50 Index Fund,38.55,$757.51M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/indy
IJT,iShares S&P Small-Cap 600 Growth ETF,199.74,$5.64B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/ijt
DVY,iShares Select Dividend ETF,106.41,$18.6B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/dvy
SHV,iShares Short Treasury Bond ETF,110.5,$21.36B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/shv
IGSB,iShares Short-Term Corporate Bond ETF,53.96,$13.66B,n/a,n/a,n/a,https://old.nasdaq.com/symbol/igsb
ITMR,Itamar Medical Ltd.,16.87,$188.54M,n/a,Health Care,Medical/Dental Instruments,https://old.nasdaq.com/symbol/itmr
ITI,"Iteris, Inc.",5.77,$234.4M,n/a,Capital Goods,Telecommunications Equipment,https://old.nasdaq.com/symbol/iti
ITRM,Iterum Therapeutics plc,2.6589,$39.54M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/itrm
ITRI,"Itron, Inc.",87,$3.44B,1993,Capital Goods,Electrical Products,https://old.nasdaq.com/symbol/itri
ITRN,Ituran Location and Control Ltd.,25.9,$544.97M,2005,Technology,Electronic Components,https://old.nasdaq.com/symbol/itrn
ISEE,"IVERIC bio, Inc.",6.82,$283.94M,2013,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/isee
IZEA,"IZEA Worldwide, Inc.",0.2925,$10.11M,n/a,Consumer Services,Advertising,https://old.nasdaq.com/symbol/izea
JJSF,J & J Snack Foods Corp.,173.05,$3.27B,1986,Consumer Non-Durables,Specialty Foods,https://old.nasdaq.com/symbol/jjsf
MAYS,"J. W. Mays, Inc.",34.0799,$68.7M,n/a,Consumer Services,Building operators,https://old.nasdaq.com/symbol/mays
JBHT,"J.B. Hunt Transport Services, Inc.",114.23,$12.13B,n/a,Transportation,Trucking Freight/Courier Services,https://old.nasdaq.com/symbol/jbht
JCOM,"j2 Global, Inc.",97.69,$4.76B,1999,Technology,Telecommunications Equipment,https://old.nasdaq.com/symbol/jcom
JKHY,"Jack Henry & Associates, Inc.",168.95,$12.96B,1985,Technology,EDP Services,https://old.nasdaq.com/symbol/jkhy
JACK,Jack In The Box Inc.,88.84,$2.05B,n/a,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/jack
JAGX,"Jaguar Health, Inc.",0.68,$12.01M,2015,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/jagx
JAKK,"JAKKS Pacific, Inc.",0.9499,$33.45M,1996,Consumer Non-Durables,Recreational Products/Toys,https://old.nasdaq.com/symbol/jakk
JRVR,"James River Group Holdings, Ltd.",43.67,$1.33B,2014,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/jrvr
JAN,JanOne Inc.,3.65,$7M,n/a,Consumer Services,Home Furnishings,https://old.nasdaq.com/symbol/jan
JSML,Janus Henderson Small Cap Growth Alpha ETF,48.14,$48.24M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/jsml
JSMD,Janus Henderson Small/Mid Cap Growth Alpha ETF,49.96,$115.01M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/jsmd
JAZZ,Jazz Pharmaceuticals plc,141.93,$8.03B,2007,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/jazz
JD,"JD.com, Inc.",42.01,$61.34B,2014,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/jd
JRSH,"Jerash Holdings (US), Inc.",6.935,$78.54M,2018,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/jrsh
JBLU,JetBlue Airways Corporation,21.56,$6.08B,2002,Transportation,Air Freight/Delivery Services,https://old.nasdaq.com/symbol/jblu
JCTCF,Jewett-Cameron Trading Company,7.6,$26.46M,n/a,Consumer Services,RETAIL: Building Materials,https://old.nasdaq.com/symbol/jctcf
JFIN,Jiayin Group Inc.,3.11,$168.02M,2019,Finance,Finance: Consumer Services,https://old.nasdaq.com/symbol/jfin
JMPNL,JMP Group LLC,25.3686,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/jmpnl
JMPNZ,JMP Group LLC,24.14,n/a,n/a,Finance,Investment Bankers/Brokers/Service,https://old.nasdaq.com/symbol/jmpnz
MFH,JMU Limited,0.847,$9.92M,2015,n/a,n/a,https://old.nasdaq.com/symbol/mfh
JBSS,"John B. Sanfilippo & Son, Inc.",79.34,$905.98M,1991,Consumer Non-Durables,Specialty Foods,https://old.nasdaq.com/symbol/jbss
JOUT,Johnson Outdoors Inc.,73.03,$735.43M,n/a,Consumer Non-Durables,Recreational Products/Toys,https://old.nasdaq.com/symbol/jout
JNCE,"Jounce Therapeutics, Inc.",5.77,$191.73M,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/jnce
YY,JOYY Inc.,64.14,$5.18B,2012,Technology,EDP Services,https://old.nasdaq.com/symbol/yy
KALU,Kaiser Aluminum Corporation,103.59,$1.64B,n/a,Capital Goods,Metal Fabrications,https://old.nasdaq.com/symbol/kalu
KXIN,Kaixin Auto Holdings,1.1181,$68.6M,2017,Consumer Durables,Automotive Aftermarket,https://old.nasdaq.com/symbol/kxin
KALA,"Kala Pharmaceuticals, Inc.",6.62,$238.89M,2017,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/kala
KLDO,"Kaleido Biosciences, Inc.",6.93,$208.33M,2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/kldo
KALV,"KalVista Pharmaceuticals, Inc.",15.02,$267.87M,2015,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/kalv
KMDA,Kamada Ltd.,6.56,$292.05M,2013,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/kmda
KNDI,"Kandi Technologies Group, Inc.",4.27,$225.54M,n/a,Capital Goods,Auto Manufacturing,https://old.nasdaq.com/symbol/kndi
KRTX,"Karuna Therapeutics, Inc.",96.11,$2.5B,2019,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/krtx
KPTI,Karyopharm Therapeutics Inc.,16.07,$1.01B,2013,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/kpti
KZIA,Kazia Therapeutics Limited,4.2027,$26.13M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/kzia
KBLM,KBL Merger Corp. IV,10.72,$48.15M,2017,Finance,Business Services,https://old.nasdaq.com/symbol/kblm
KBLMR,KBL Merger Corp. IV,0.18,n/a,2017,Finance,Business Services,https://old.nasdaq.com/symbol/kblmr
KBLMU,KBL Merger Corp. IV,10.57,n/a,2017,Finance,Business Services,https://old.nasdaq.com/symbol/kblmu
KBLMW,KBL Merger Corp. IV,0.1199,n/a,2017,Finance,Business Services,https://old.nasdaq.com/symbol/kblmw
KBSF,KBS Fashion Group Limited,1.94,$5.03M,2013,Consumer Non-Durables,Apparel,https://old.nasdaq.com/symbol/kbsf
KRNY,Kearny Financial,12.12,$1.03B,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/krny
KELYA,"Kelly Services, Inc.",20.63,$806.89M,n/a,Technology,Professional Services,https://old.nasdaq.com/symbol/kelya
KELYB,"Kelly Services, Inc.",17.0043,$665.08M,n/a,Technology,Professional Services,https://old.nasdaq.com/symbol/kelyb
KMPH,"KemPharm, Inc.",0.3499,$13.77M,2015,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/kmph
KFFB,Kentucky First Federal Bancorp,8,$66.3M,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/kffb
KEQU,Kewaunee Scientific Corporation,12.21,$33.58M,n/a,Capital Goods,Medical Specialities,https://old.nasdaq.com/symbol/kequ
KTCC,Key Tronic Corporation,5.97,$64.24M,1983,Technology,Computer peripheral equipment,https://old.nasdaq.com/symbol/ktcc
KZR,"Kezar Life Sciences, Inc.",5.35,$204.18M,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/kzr
KFRC,"Kforce, Inc.",34.38,$781.98M,1995,Technology,Professional Services,https://old.nasdaq.com/symbol/kfrc
KE,"Kimball Electronics, Inc.",15.92,$401.15M,n/a,Technology,Electrical Products,https://old.nasdaq.com/symbol/ke
KBAL,"Kimball International, Inc.",18.1,$666.13M,n/a,Consumer Durables,Home Furnishings,https://old.nasdaq.com/symbol/kbal
KIN,"Kindred Biosciences, Inc.",9.28,$362.77M,2013,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/kin
KGJI,Kingold Jewelry Inc.,1.29,$14.22M,n/a,Miscellaneous,Business Services,https://old.nasdaq.com/symbol/kgji
KINS,"Kingstone Companies, Inc",7.39,$79.7M,n/a,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/kins
KNSA,"Kiniksa Pharmaceuticals, Ltd.",18.26,$1B,2018,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/knsa
KNSL,"Kinsale Capital Group, Inc.",126.47,$2.8B,2016,Finance,Property-Casualty Insurers,https://old.nasdaq.com/symbol/knsl
KIRK,"Kirkland&#39;s, Inc.",1.3,$18.07M,2002,Consumer Services,Other Specialty Stores,https://old.nasdaq.com/symbol/kirk
KTOV,Kitov Pharma Ltd.,0.7576,$23.07M,2015,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ktov
KTOVW,Kitov Pharma Ltd.,0.06,n/a,2015,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/ktovw
KLAC,KLA Corporation ,178.72,$28.02B,1980,Capital Goods,Electronic Components,https://old.nasdaq.com/symbol/klac
KLXE,"KLX Energy Services Holdings, Inc. ",3.25,$78.29M,n/a,Energy,Oilfield Services/Equipment,https://old.nasdaq.com/symbol/klxe
KOD,Kodiak Sciences Inc,62.77,$2.76B,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/kod
KOPN,Kopin Corporation,0.3993,$33.91M,1992,Technology,Semiconductors,https://old.nasdaq.com/symbol/kopn
KRNT,Kornit Digital Ltd.,43.94,$1.79B,2015,Capital Goods,Industrial Machinery/Components,https://old.nasdaq.com/symbol/krnt
KOSS,Koss Corporation,1.4702,$10.89M,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,https://old.nasdaq.com/symbol/koss
KWEB,KraneShares Trust KraneShares CSI China Internet ETF,52.67,$179.08M,n/a,n/a,n/a,https://old.nasdaq.com/symbol/kweb
KTOS,"Kratos Defense & Security Solutions, Inc.",20.71,$2.2B,n/a,Capital Goods,Military/Government/Technical,https://old.nasdaq.com/symbol/ktos
KRYS,"Krystal Biotech, Inc.",64.51,$1.12B,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/krys
KLIC,"Kulicke and Soffa Industries, Inc.",26.39,$1.68B,n/a,Technology,Semiconductors,https://old.nasdaq.com/symbol/klic
KURA,"Kura Oncology, Inc.",12.49,$565.98M,n/a,Health Care,Major Pharmaceuticals,https://old.nasdaq.com/symbol/kura
KRUS,"Kura Sushi USA, Inc.",22.7,$189.21M,2019,Consumer Services,Restaurants,https://old.nasdaq.com/symbol/krus
KVHI,"KVH Industries, Inc.",11.28,$204.13M,1996,Technology,Radio And Television Broadcasting And Communications Equipment,https://old.nasdaq.com/symbol/kvhi
FSTR,L.B. Foster Company,18.35,$194.13M,n/a,Basic Industries,Metal Fabrications,https://old.nasdaq.com/symbol/fstr
LJPC,La Jolla Pharmaceutical Company,8.57,$232.74M,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://old.nasdaq.com/symbol/ljpc
LSBK,"Lake Shore Bancorp, Inc.",15.45,$91.82M,n/a,Finance,Savings Institutions,https://old.nasdaq.com/symbol/lsbk
LBAI,"Lakeland Bancorp, Inc.",16.9,$853.42M,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/lbai
LKFN,Lakeland Financial Corporation,47.86,$1.22B,n/a,Finance,Major Banks,https://old.nasdaq.com/symbol/lkfn
LAKE,"Lakeland Industries, Inc.",12.38,$99.12M,1986,Health Care,Industrial Specialties,https://old.nasdaq.com/symbol/lake
LRCX,Lam Research Corporation,341.58,$49.72B,1984,Technology,Industrial Machinery/Components,https://old.nasdaq.com/symbol/lrcx
LAMR,Lamar Advertising Company,95.58,$9.6B,1996,Consumer Services,Real Estate Investment Trusts,https://old.nasdaq.com/symbol/lamr
